时间,轴心轨迹
2020-12-10 04:10:24,0.34
2020-12-10 04:10:34,0.3
2020-12-10 04:10:44,0.31
2020-12-10 04:10:54,0.33
2020-12-10 04:11:04,0.32
2020-12-10 04:11:14,0.32
2020-12-10 04:11:24,0.36
2020-12-10 04:11:34,0.34
2020-12-10 04:11:44,0.31
2020-12-10 04:11:54,0.33
2020-12-10 04:12:04,0.33
2020-12-10 04:12:14,0.32
2020-12-10 04:12:24,0.32
2020-12-10 04:12:34,0.31
2020-12-10 04:12:44,0.32
2020-12-10 04:12:54,0.3
2020-12-10 04:13:04,0.31
2020-12-10 04:13:14,0.32
2020-12-10 04:13:24,0.33
2020-12-10 04:13:34,0.33
2020-12-10 04:13:44,0.31
2020-12-10 04:13:54,0.36
2020-12-10 04:14:04,0.33
2020-12-10 04:14:14,0.36
2020-12-10 04:14:24,0.35
2020-12-10 04:14:34,0.36
2020-12-10 04:14:44,0.33
2020-12-10 04:14:54,0.32
2020-12-10 04:15:04,0.32
2020-12-10 04:15:14,0.32
2020-12-10 04:15:24,0.31
2020-12-10 04:15:34,0.32
2020-12-10 04:15:44,0.33
2020-12-10 04:15:54,0.32
2020-12-10 04:16:04,0.33
2020-12-10 04:16:14,0.31
2020-12-10 04:16:24,0.32
2020-12-10 04:16:34,0.33
2020-12-10 04:16:44,0.34
2020-12-10 04:16:54,0.32
2020-12-10 04:17:04,0.33
2020-12-10 04:17:14,0.34
2020-12-10 04:17:24,0.34
2020-12-10 04:17:34,0.31
2020-12-10 04:17:44,0.33
2020-12-10 04:17:54,0.32
2020-12-10 04:18:04,0.31
2020-12-10 04:18:14,0.32
2020-12-10 04:18:24,0.31
2020-12-10 04:18:34,0.34
2020-12-10 04:18:44,0.33
2020-12-10 04:18:54,0.33
2020-12-10 04:19:04,0.32
2020-12-10 04:19:14,0.31
2020-12-10 04:19:24,0.33
2020-12-10 04:19:34,0.32
2020-12-10 04:19:44,0.33
2020-12-10 04:19:54,0.32
2020-12-10 04:20:04,0.3
2020-12-10 04:20:14,0.32
2020-12-10 04:20:24,0.36
2020-12-10 04:20:34,0.32
2020-12-10 04:20:44,0.33
2020-12-10 04:20:54,0.33
2020-12-10 04:21:04,0.32
2020-12-10 04:21:14,0.31
2020-12-10 04:21:24,0.31
2020-12-10 04:21:34,0.32
2020-12-10 04:21:44,0.3
2020-12-10 04:21:54,0.31
2020-12-10 04:22:04,0.33
2020-12-10 04:22:14,0.32
2020-12-10 04:22:24,0.31
2020-12-10 04:22:34,0.32
2020-12-10 04:22:44,0.3
2020-12-10 04:22:54,0.31
2020-12-10 04:23:04,0.31
2020-12-10 04:23:14,0.31
2020-12-10 04:23:24,0.31
2020-12-10 04:23:34,0.31
2020-12-10 04:23:44,0.3
2020-12-10 04:23:54,0.32
2020-12-10 04:24:04,0.32
2020-12-10 04:24:14,0.32
2020-12-10 04:24:24,0.31
2020-12-10 04:24:34,0.34
2020-12-10 04:24:44,0.31
2020-12-10 04:24:54,0.32
2020-12-10 04:25:04,0.31
2020-12-10 04:25:14,0.32
2020-12-10 04:25:24,0.29
2020-12-10 04:25:34,0.31
2020-12-10 04:25:44,0.32
2020-12-10 04:25:54,0.32
2020-12-10 04:26:04,0.3
2020-12-10 04:26:14,0.32
2020-12-10 04:26:24,0.31
2020-12-10 04:26:34,0.33
2020-12-10 04:26:44,0.3
2020-12-10 04:26:54,0.31
2020-12-10 04:27:04,0.31
2020-12-10 04:27:14,0.3
2020-12-10 04:27:24,0.32
2020-12-10 04:27:34,0.34
2020-12-10 04:27:44,0.31
2020-12-10 04:27:54,0.3
2020-12-10 04:28:04,0.31
2020-12-10 04:28:14,0.31
2020-12-10 04:28:24,0.31
2020-12-10 04:28:34,0.31
2020-12-10 04:28:44,0.31
2020-12-10 04:28:54,0.31
2020-12-10 04:29:04,0.34
2020-12-10 04:29:14,0.33
2020-12-10 04:29:24,0.33
2020-12-10 04:29:34,0.36
2020-12-10 04:29:44,0.33
2020-12-10 04:29:54,0.33
2020-12-10 04:30:04,0.32
2020-12-10 04:30:14,0.31
2020-12-10 04:30:24,0.3
2020-12-10 04:30:34,0.31
2020-12-10 04:30:44,0.31
2020-12-10 04:30:54,0.31
2020-12-10 04:31:04,0.31
2020-12-10 04:31:14,0.32
2020-12-10 04:31:24,0.31
2020-12-10 04:31:34,0.32
2020-12-10 04:31:44,0.33
2020-12-10 04:31:54,0.34
2020-12-10 04:32:04,0.32
2020-12-10 04:32:14,0.32
2020-12-10 04:32:24,0.32
2020-12-10 04:32:34,0.33
2020-12-10 04:32:44,0.3
2020-12-10 04:32:54,0.33
2020-12-10 04:33:04,0.34
2020-12-10 04:33:14,0.32
2020-12-10 04:33:24,0.31
2020-12-10 04:33:34,0.32
2020-12-10 04:33:44,0.32
2020-12-10 04:33:54,0.32
2020-12-10 04:34:04,0.31
2020-12-10 04:34:14,0.33
2020-12-10 04:34:24,0.31
2020-12-10 04:34:34,0.32
2020-12-10 04:34:44,0.33
2020-12-10 04:34:54,0.33
2020-12-10 04:35:04,0.33
2020-12-10 04:35:14,0.31
2020-12-10 04:35:24,0.32
2020-12-10 04:35:34,0.31
2020-12-10 04:35:44,0.3
2020-12-10 04:35:54,0.34
2020-12-10 04:36:04,0.33
2020-12-10 04:36:14,0.31
2020-12-10 04:36:24,0.31
2020-12-10 04:36:34,0.31
2020-12-10 04:36:44,0.32
2020-12-10 04:36:54,0.3
2020-12-10 04:37:04,0.33
2020-12-10 04:37:14,0.31
2020-12-10 04:37:24,0.32
2020-12-10 04:37:34,0.32
2020-12-10 04:37:44,0.31
2020-12-10 04:37:54,0.3
2020-12-10 04:38:04,0.31
2020-12-10 04:38:14,0.3
2020-12-10 04:38:24,0.31
2020-12-10 04:38:34,0.3
2020-12-10 04:38:44,0.33
2020-12-10 04:38:54,0.31
2020-12-10 04:39:04,0.32
2020-12-10 04:39:14,0.31
2020-12-10 04:39:24,0.3
2020-12-10 04:39:34,0.32
2020-12-10 04:39:44,0.32
2020-12-10 04:39:54,0.3
2020-12-10 04:40:04,0.31
2020-12-10 04:40:14,0.29
2020-12-10 04:40:24,0.31
2020-12-10 04:40:34,0.32
2020-12-10 04:40:44,0.3
2020-12-10 04:40:54,0.3
2020-12-10 04:41:04,0.32
2020-12-10 04:41:14,0.32
2020-12-10 04:41:24,0.3
2020-12-10 04:41:34,0.32
2020-12-10 04:41:44,0.32
2020-12-10 04:41:54,0.31
2020-12-10 04:42:04,0.31
2020-12-10 04:42:14,0.31
2020-12-10 04:42:24,0.31
2020-12-10 04:42:34,0.31
2020-12-10 04:42:44,0.31
2020-12-10 04:42:54,0.3
2020-12-10 04:43:04,0.31
2020-12-10 04:43:14,0.31
2020-12-10 04:43:24,0.31
2020-12-10 04:43:34,0.31
2020-12-10 04:43:44,0.3
2020-12-10 04:43:54,0.32
2020-12-10 04:44:04,0.33
2020-12-10 04:44:14,0.36
2020-12-10 04:44:24,0.33
2020-12-10 04:44:34,0.33
2020-12-10 04:44:44,0.31
2020-12-10 04:44:54,0.33
2020-12-10 04:45:04,0.3
2020-12-10 04:45:14,0.31
2020-12-10 04:45:24,0.32
2020-12-10 04:45:34,0.31
2020-12-10 04:45:44,0.31
2020-12-10 04:45:54,0.3
2020-12-10 04:46:04,0.32
2020-12-10 04:46:14,0.33
2020-12-10 04:46:24,0.32
2020-12-10 04:46:34,0.33
2020-12-10 04:46:44,0.32
2020-12-10 04:46:54,0.34
2020-12-10 04:47:04,0.32
2020-12-10 04:47:14,0.32
2020-12-10 04:47:24,0.32
2020-12-10 04:47:34,0.33
2020-12-10 04:47:44,0.32
2020-12-10 04:47:54,0.31
2020-12-10 04:48:04,0.32
2020-12-10 04:48:14,0.31
2020-12-10 04:48:24,0.3
2020-12-10 04:48:34,0.32
2020-12-10 04:48:44,0.31
2020-12-10 04:48:54,0.31
2020-12-10 04:49:04,0.32
2020-12-10 04:49:14,0.32
2020-12-10 04:49:24,0.33
2020-12-10 04:49:34,0.31
2020-12-10 04:49:44,0.32
2020-12-10 04:49:54,0.31
2020-12-10 04:50:04,0.31
2020-12-10 04:50:14,0.31
2020-12-10 04:50:24,0.33
2020-12-10 04:50:34,0.36
2020-12-10 04:50:44,0.35
2020-12-10 04:50:54,0.32
2020-12-10 04:51:04,0.31
2020-12-10 04:51:14,0.32
2020-12-10 04:51:24,0.32
2020-12-10 04:51:34,0.33
2020-12-10 04:51:44,0.32
2020-12-10 04:51:54,0.3
2020-12-10 04:52:04,0.3
2020-12-10 04:52:14,0.31
2020-12-10 04:52:24,0.32
2020-12-10 04:52:34,0.3
2020-12-10 04:52:44,0.33
2020-12-10 04:52:54,0.31
2020-12-10 04:53:04,0.31
2020-12-10 04:53:14,0.3
2020-12-10 04:53:24,0.32
2020-12-10 04:53:34,0.31
2020-12-10 04:53:44,0.3
2020-12-10 04:53:54,0.31
2020-12-10 04:54:04,0.33
2020-12-10 04:54:14,0.35
2020-12-10 04:54:24,0.3
2020-12-10 04:54:34,0.3
2020-12-10 04:54:44,0.31
2020-12-10 04:54:54,0.3
2020-12-10 04:55:04,0.31
2020-12-10 04:55:14,0.3
2020-12-10 04:55:24,0.32
2020-12-10 04:55:34,0.32
2020-12-10 04:55:44,0.31
2020-12-10 04:55:54,0.31
2020-12-10 04:56:04,0.32
2020-12-10 04:56:14,0.32
2020-12-10 04:56:24,0.32
2020-12-10 04:56:34,0.32
2020-12-10 04:56:44,0.3
2020-12-10 04:56:54,0.31
2020-12-10 04:57:04,0.32
2020-12-10 04:57:14,0.33
2020-12-10 04:57:24,0.31
2020-12-10 04:57:34,0.31
2020-12-10 04:57:44,0.32
2020-12-10 04:57:54,0.31
2020-12-10 04:58:04,0.31
2020-12-10 04:58:14,0.31
2020-12-10 04:58:24,0.32
2020-12-10 04:58:34,0.35
2020-12-10 04:58:44,0.34
2020-12-10 04:58:54,0.35
2020-12-10 04:59:04,0.32
2020-12-10 04:59:14,0.3
2020-12-10 04:59:24,0.3
2020-12-10 04:59:34,0.31
2020-12-10 04:59:44,0.32
2020-12-10 04:59:54,0.32
2020-12-10 05:00:04,0.32
2020-12-10 05:00:14,0.34
2020-12-10 05:00:24,0.32
2020-12-10 05:00:34,0.33
2020-12-10 05:00:44,0.32
2020-12-10 05:00:54,0.31
2020-12-10 05:01:04,0.31
2020-12-10 05:01:14,0.33
2020-12-10 05:01:24,0.33
2020-12-10 05:01:34,0.34
2020-12-10 05:01:44,0.32
2020-12-10 05:01:54,0.32
2020-12-10 05:02:04,0.33
2020-12-10 05:02:14,0.32
2020-12-10 05:02:24,0.33
2020-12-10 05:02:34,0.32
2020-12-10 05:02:44,0.31
2020-12-10 05:02:54,0.32
2020-12-10 05:03:04,0.31
2020-12-10 05:03:14,0.31
2020-12-10 05:03:24,0.32
2020-12-10 05:03:34,0.31
2020-12-10 05:03:44,0.33
2020-12-10 05:03:54,0.35
2020-12-10 05:04:04,0.32
2020-12-10 05:04:14,0.31
2020-12-10 05:04:24,0.32
2020-12-10 05:04:34,0.33
2020-12-10 05:04:44,0.31
2020-12-10 05:04:54,0.34
2020-12-10 05:05:04,0.33
2020-12-10 05:05:14,0.36
2020-12-10 05:05:24,0.33
2020-12-10 05:05:34,0.33
2020-12-10 05:05:44,0.31
2020-12-10 05:05:54,0.31
2020-12-10 05:06:04,0.31
2020-12-10 05:06:14,0.31
2020-12-10 05:06:24,0.32
2020-12-10 05:06:34,0.32
2020-12-10 05:06:44,0.31
2020-12-10 05:06:54,0.32
2020-12-10 05:07:04,0.33
2020-12-10 05:07:14,0.31
2020-12-10 05:07:24,0.31
2020-12-10 05:07:34,0.3
2020-12-10 05:07:44,0.33
2020-12-10 05:07:54,0.3
2020-12-10 05:08:04,0.31
2020-12-10 05:08:14,0.3
2020-12-10 05:08:24,0.32
2020-12-10 05:08:34,0.31
2020-12-10 05:08:44,0.3
2020-12-10 05:08:54,0.31
2020-12-10 05:09:04,0.32
2020-12-10 05:09:14,0.31
2020-12-10 05:09:24,0.32
2020-12-10 05:09:34,0.31
2020-12-10 05:09:44,0.31
2020-12-10 05:09:54,0.3
2020-12-10 05:10:04,0.31
2020-12-10 05:10:14,0.32
2020-12-10 05:10:24,0.3
2020-12-10 05:10:34,0.3
2020-12-10 05:10:44,0.34
2020-12-10 05:10:54,0.32
2020-12-10 05:11:04,0.3
2020-12-10 05:11:14,0.32
2020-12-10 05:11:24,0.33
2020-12-10 05:11:34,0.32
2020-12-10 05:11:44,0.31
2020-12-10 05:11:54,0.32
2020-12-10 05:12:04,0.32
2020-12-10 05:12:14,0.31
2020-12-10 05:12:24,0.31
2020-12-10 05:12:34,0.31
2020-12-10 05:12:44,0.35
2020-12-10 05:12:54,0.36
2020-12-10 05:13:04,0.35
2020-12-10 05:13:14,0.34
2020-12-10 05:13:24,0.31
2020-12-10 05:13:34,0.31
2020-12-10 05:13:44,0.31
2020-12-10 05:13:54,0.32
2020-12-10 05:14:04,0.31
2020-12-10 05:14:14,0.32
2020-12-10 05:14:24,0.3
2020-12-10 05:14:34,0.31
2020-12-10 05:14:44,0.32
2020-12-10 05:14:54,0.32
2020-12-10 05:15:04,0.31
2020-12-10 05:15:14,0.31
2020-12-10 05:15:24,0.31
2020-12-10 05:15:34,0.32
2020-12-10 05:15:44,0.33
2020-12-10 05:15:54,0.29
2020-12-10 05:16:04,0.31
2020-12-10 05:16:14,0.33
2020-12-10 05:16:24,0.34
2020-12-10 05:16:34,0.35
2020-12-10 05:16:44,0.35
2020-12-10 05:16:54,0.34
2020-12-10 05:17:04,0.34
2020-12-10 05:17:14,0.35
2020-12-10 05:17:24,0.32
2020-12-10 05:17:34,0.33
2020-12-10 05:17:44,0.33
2020-12-10 05:17:54,0.32
2020-12-10 05:18:04,0.3
2020-12-10 05:18:14,0.32
2020-12-10 05:18:24,0.31
2020-12-10 05:18:34,0.32
2020-12-10 05:18:44,0.31
2020-12-10 05:18:54,0.32
2020-12-10 05:19:04,0.31
2020-12-10 05:19:14,0.33
2020-12-10 05:19:24,0.33
2020-12-10 05:19:34,0.3
2020-12-10 05:19:44,0.32
2020-12-10 05:19:54,0.31
2020-12-10 05:20:04,0.31
2020-12-10 05:20:14,0.32
2020-12-10 05:20:24,0.3
2020-12-10 05:20:34,0.33
2020-12-10 05:20:44,0.32
2020-12-10 05:20:54,0.33
2020-12-10 05:21:04,0.33
2020-12-10 05:21:14,0.31
2020-12-10 05:21:24,0.33
2020-12-10 05:21:34,0.3
2020-12-10 05:21:44,0.3
2020-12-10 05:21:54,0.32
2020-12-10 05:22:04,0.3
2020-12-10 05:22:14,0.31
2020-12-10 05:22:24,0.32
2020-12-10 05:22:34,0.32
2020-12-10 05:22:44,0.34
2020-12-10 05:22:54,0.31
2020-12-10 05:23:04,0.3
2020-12-10 05:23:14,0.32
2020-12-10 05:23:24,0.3
2020-12-10 05:23:34,0.31
2020-12-10 05:23:44,0.33
2020-12-10 05:23:54,0.32
2020-12-10 05:24:04,0.32
2020-12-10 05:24:14,0.32
2020-12-10 05:24:24,0.31
2020-12-10 05:24:34,0.3
2020-12-10 05:24:44,0.3
2020-12-10 05:24:54,0.31
2020-12-10 05:25:04,0.32
2020-12-10 05:25:14,0.29
2020-12-10 05:25:24,0.3
2020-12-10 05:25:34,0.31
2020-12-10 05:25:44,0.32
2020-12-10 05:25:54,0.3
2020-12-10 05:26:04,0.35
2020-12-10 05:26:14,0.32
2020-12-10 05:26:24,0.31
2020-12-10 05:26:34,0.32
2020-12-10 05:26:44,0.36
2020-12-10 05:26:54,0.35
2020-12-10 05:27:04,0.35
2020-12-10 05:27:14,0.33
2020-12-10 05:27:24,0.31
2020-12-10 05:27:34,0.33
2020-12-10 05:27:44,0.32
2020-12-10 05:27:54,0.33
2020-12-10 05:28:04,0.33
2020-12-10 05:28:14,0.32
2020-12-10 05:28:24,0.3
2020-12-10 05:28:34,0.33
2020-12-10 05:28:44,0.31
2020-12-10 05:28:54,0.32
2020-12-10 05:29:04,0.33
2020-12-10 05:29:14,0.31
2020-12-10 05:29:24,0.33
2020-12-10 05:29:34,0.31
2020-12-10 05:29:44,0.34
2020-12-10 05:29:54,0.31
2020-12-10 05:30:04,0.33
2020-12-10 05:30:14,0.32
2020-12-10 05:30:24,0.3
2020-12-10 05:30:34,0.32
2020-12-10 05:30:44,0.3
2020-12-10 05:30:54,0.31
2020-12-10 05:31:04,0.32
2020-12-10 05:31:14,0.3
2020-12-10 05:31:24,0.31
2020-12-10 05:31:34,0.3
2020-12-10 05:31:44,0.32
2020-12-10 05:31:54,0.32
2020-12-10 05:32:04,0.32
2020-12-10 05:32:14,0.32
2020-12-10 05:32:24,0.33
2020-12-10 05:32:34,0.34
2020-12-10 05:32:44,0.32
2020-12-10 05:32:54,0.33
2020-12-10 05:33:04,0.33
2020-12-10 05:33:14,0.31
2020-12-10 05:33:24,0.3
2020-12-10 05:33:34,0.33
2020-12-10 05:33:44,0.33
2020-12-10 05:33:54,0.32
2020-12-10 05:34:04,0.31
2020-12-10 05:34:14,0.31
2020-12-10 05:34:24,0.32
2020-12-10 05:34:34,0.31
2020-12-10 05:34:44,0.32
2020-12-10 05:34:54,0.32
2020-12-10 05:35:04,0.32
2020-12-10 05:35:14,0.32
2020-12-10 05:35:24,0.33
2020-12-10 05:35:34,0.33
2020-12-10 05:35:44,0.31
2020-12-10 05:35:54,0.3
2020-12-10 05:36:04,0.33
2020-12-10 05:36:14,0.32
2020-12-10 05:36:24,0.32
2020-12-10 05:36:34,0.31
2020-12-10 05:36:44,0.32
2020-12-10 05:36:54,0.3
2020-12-10 05:37:04,0.29
2020-12-10 05:37:14,0.32
2020-12-10 05:37:24,0.32
2020-12-10 05:37:34,0.3
2020-12-10 05:37:44,0.32
2020-12-10 05:37:54,0.31
2020-12-10 05:38:04,0.33
2020-12-10 05:38:14,0.31
2020-12-10 05:38:24,0.31
2020-12-10 05:38:34,0.31
2020-12-10 05:38:44,0.31
2020-12-10 05:38:54,0.31
2020-12-10 05:39:04,0.3
2020-12-10 05:39:14,0.32
2020-12-10 05:39:24,0.31
2020-12-10 05:39:34,0.32
2020-12-10 05:39:44,0.33
2020-12-10 05:39:54,0.31
2020-12-10 05:40:04,0.31
2020-12-10 05:40:14,0.31
2020-12-10 05:40:24,0.32
2020-12-10 05:40:34,0.34
2020-12-10 05:40:44,0.31
2020-12-10 05:40:54,0.32
2020-12-10 05:41:04,0.3
2020-12-10 05:41:14,0.32
2020-12-10 05:41:24,0.31
2020-12-10 05:41:34,0.32
2020-12-10 05:41:44,0.31
2020-12-10 05:41:54,0.31
2020-12-10 05:42:04,0.3
2020-12-10 05:42:14,0.32
2020-12-10 05:42:24,0.32
2020-12-10 05:42:34,0.37
2020-12-10 05:42:44,0.35
2020-12-10 05:42:54,0.36
2020-12-10 05:43:04,0.34
2020-12-10 05:43:14,0.31
2020-12-10 05:43:24,0.32
2020-12-10 05:43:34,0.33
2020-12-10 05:43:44,0.35
2020-12-10 05:43:54,0.31
2020-12-10 05:44:04,0.35
2020-12-10 05:44:14,0.34
2020-12-10 05:44:24,0.34
2020-12-10 05:44:34,0.31
2020-12-10 05:44:44,0.32
2020-12-10 05:44:54,0.32
2020-12-10 05:45:04,0.31
2020-12-10 05:45:14,0.31
2020-12-10 05:45:24,0.31
2020-12-10 05:45:34,0.34
2020-12-10 05:45:44,0.32
2020-12-10 05:45:54,0.32
2020-12-10 05:46:04,0.32
2020-12-10 05:46:14,0.34
2020-12-10 05:46:24,0.3
2020-12-10 05:46:34,0.31
2020-12-10 05:46:44,0.33
2020-12-10 05:46:54,0.35
2020-12-10 05:47:04,0.31
2020-12-10 05:47:14,0.33
2020-12-10 05:47:24,0.32
2020-12-10 05:47:34,0.31
2020-12-10 05:47:44,0.31
2020-12-10 05:47:54,0.31
2020-12-10 05:48:04,0.32
2020-12-10 05:48:14,0.33
2020-12-10 05:48:24,0.31
2020-12-10 05:48:34,0.32
2020-12-10 05:48:44,0.32
2020-12-10 05:48:54,0.31
2020-12-10 05:49:04,0.34
2020-12-10 05:49:14,0.31
2020-12-10 05:49:24,0.34
2020-12-10 05:49:34,0.35
2020-12-10 05:49:44,0.33
2020-12-10 05:49:54,0.32
2020-12-10 05:50:04,0.36
2020-12-10 05:50:14,0.32
2020-12-10 05:50:24,0.31
2020-12-10 05:50:34,0.33
2020-12-10 05:50:44,0.33
2020-12-10 05:50:54,0.31
2020-12-10 05:51:04,0.32
2020-12-10 05:51:14,0.31
2020-12-10 05:51:24,0.32
2020-12-10 05:51:34,0.31
2020-12-10 05:51:44,0.33
2020-12-10 05:51:54,0.33
2020-12-10 05:52:04,0.33
2020-12-10 05:52:14,0.3
2020-12-10 05:52:24,0.36
2020-12-10 05:52:34,0.32
2020-12-10 05:52:44,0.32
2020-12-10 05:52:54,0.33
2020-12-10 05:53:04,0.31
2020-12-10 05:53:14,0.32
2020-12-10 05:53:24,0.32
2020-12-10 05:53:34,0.31
2020-12-10 05:53:44,0.31
2020-12-10 05:53:54,0.32
2020-12-10 05:54:04,0.3
2020-12-10 05:54:14,0.32
2020-12-10 05:54:24,0.32
2020-12-10 05:54:34,0.31
2020-12-10 05:54:44,0.31
2020-12-10 05:54:54,0.32
2020-12-10 05:55:04,0.35
2020-12-10 05:55:14,0.31
2020-12-10 05:55:24,0.32
2020-12-10 05:55:34,0.33
2020-12-10 05:55:44,0.3
2020-12-10 05:55:54,0.32
2020-12-10 05:56:04,0.31
2020-12-10 05:56:14,0.31
2020-12-10 05:56:24,0.3
2020-12-10 05:56:34,0.31
2020-12-10 05:56:44,0.32
2020-12-10 05:56:54,0.32
2020-12-10 05:57:04,0.31
2020-12-10 05:57:14,0.32
2020-12-10 05:57:24,0.3
2020-12-10 05:57:34,0.3
2020-12-10 05:57:44,0.32
2020-12-10 05:57:54,0.31
2020-12-10 05:58:04,0.34
2020-12-10 05:58:14,0.29
2020-12-10 05:58:24,0.31
2020-12-10 05:58:34,0.32
2020-12-10 05:58:44,0.31
2020-12-10 05:58:54,0.32
2020-12-10 05:59:04,0.31
2020-12-10 05:59:14,0.33
2020-12-10 05:59:24,0.31
2020-12-10 05:59:34,0.32
2020-12-10 05:59:44,0.32
2020-12-10 05:59:54,0.32
2020-12-10 06:00:04,0.35
2020-12-10 06:00:14,0.31
2020-12-10 06:00:24,0.33
2020-12-10 06:00:34,0.36
2020-12-10 06:00:44,0.38
2020-12-10 06:00:54,0.37
2020-12-10 06:01:04,0.36
2020-12-10 06:01:14,0.37
2020-12-10 06:01:24,0.35
2020-12-10 06:01:34,0.32
2020-12-10 06:01:44,0.32
2020-12-10 06:01:54,0.35
2020-12-10 06:02:04,0.36
2020-12-10 06:02:14,0.36
2020-12-10 06:02:24,0.36
2020-12-10 06:02:34,0.32
2020-12-10 06:02:44,0.34
2020-12-10 06:02:54,0.35
2020-12-10 06:03:04,0.35
2020-12-10 06:03:14,0.33
2020-12-10 06:03:24,0.34
2020-12-10 06:03:34,0.33
2020-12-10 06:03:44,0.33
2020-12-10 06:03:54,0.34
2020-12-10 06:04:04,0.36
2020-12-10 06:04:14,0.36
2020-12-10 06:04:24,0.34
2020-12-10 06:04:34,0.33
2020-12-10 06:04:44,0.34
2020-12-10 06:04:54,0.34
2020-12-10 06:05:04,0.33
2020-12-10 06:05:14,0.33
2020-12-10 06:05:24,0.32
2020-12-10 06:05:34,0.36
2020-12-10 06:05:44,0.33
2020-12-10 06:05:54,0.33
2020-12-10 06:06:04,0.32
2020-12-10 06:06:14,0.3
2020-12-10 06:06:24,0.31
2020-12-10 06:06:34,0.33
2020-12-10 06:06:44,0.32
2020-12-10 06:06:54,0.32
2020-12-10 06:07:04,0.32
2020-12-10 06:07:14,0.31
2020-12-10 06:07:24,0.3
2020-12-10 06:07:34,0.29
2020-12-10 06:07:44,0.32
2020-12-10 06:07:54,0.32
2020-12-10 06:08:04,0.3
2020-12-10 06:08:14,0.33
2020-12-10 06:08:24,0.32
2020-12-10 06:08:34,0.3
2020-12-10 06:08:44,0.32
2020-12-10 06:08:54,0.32
2020-12-10 06:09:04,0.3
2020-12-10 06:09:14,0.31
2020-12-10 06:09:24,0.31
2020-12-10 06:09:34,0.33
2020-12-10 06:09:44,0.3
2020-12-10 06:09:54,0.29
2020-12-10 06:10:04,0.32
2020-12-10 06:10:14,0.32
2020-12-10 06:10:24,0.32
2020-12-10 06:10:34,0.32
2020-12-10 06:10:44,0.32
2020-12-10 06:10:54,0.31
2020-12-10 06:11:04,0.31
2020-12-10 06:11:14,0.31
2020-12-10 06:11:24,0.31
2020-12-10 06:11:34,0.3
2020-12-10 06:11:44,0.32
2020-12-10 06:11:54,0.32
2020-12-10 06:12:04,0.31
2020-12-10 06:12:14,0.31
2020-12-10 06:12:24,0.31
2020-12-10 06:12:34,0.31
2020-12-10 06:12:44,0.33
2020-12-10 06:12:54,0.31
2020-12-10 06:13:04,0.32
2020-12-10 06:13:14,0.31
2020-12-10 06:13:24,0.32
2020-12-10 06:13:34,0.32
2020-12-10 06:13:44,0.32
2020-12-10 06:13:54,0.32
2020-12-10 06:14:04,0.31
2020-12-10 06:14:14,0.32
2020-12-10 06:14:24,0.32
2020-12-10 06:14:34,0.31
2020-12-10 06:14:44,0.32
2020-12-10 06:14:54,0.37
